3.113425414364642929e+05,7.514208103130627424e+05,-5.681757810783471996e+01,-2.054783151206250125e+01,9.614237064650532147e+02,1.261257044963164375e+01,8.964550659929096810e+02
3.978339513803051086e+05,3.212620519159457181e+05,-2.629007205340165456e+03,1.924769464536050805e+02,2.127229259648168409e+03,-5.368861094433461290e+01,-3.629896076350185012e+02
3.770959860383946216e+05,1.325445026177885011e+05,-2.448803578888627044e+02,1.829813168923211606e+02,1.361068200995026473e+03,3.972339896745199894e+01,1.338967913982897926e+03
3.430033651149749639e+05,5.177964105440300191e+05,-1.130810166127878347e+01,1.752768865003926066e+02,1.734401775658552651e+03,3.994666196522700830e+01,1.938254557946159366e+03
5.005654648956358433e+05,2.937514231499042362e+05,-1.823414943988518644e+02,8.694891563614802976e+01,1.241814484774904940e+03,7.992988585431680804e+01,1.226351792105313052e+03
2.382582417582419585e+05,8.294065934065782931e+05,3.990408004028722644e-11,-5.006691979052214947e+01,4.141857328394149818e+02,2.574886260091572510e+01,3.898676756499084490e+02
4.687518319491941947e+05,4.634035173424513778e+05,-2.371914235990053612e+02,1.149369845502198189e+02,1.314293912225793974e+03,-2.212962402247200089e+00,1.190993537271128616e+03
4.419106145251398557e+05,1.167240223463691538e+06,-2.728484105318784714e-12,1.028414415857541826e+02,8.640199666842818260e-12,-5.039229810139660515e+01,5.224786197737466864e+01
2.478490672696440888e+05,2.280514414923643635e+05,-9.283898241309907462e+01,2.327121905602598417e+02,8.486359496947982279e+02,4.759798140898806196e+01,1.036107139294855642e+03
4.726860133206472383e+05,1.386926736441369285e+05,-5.980938172037128879e+02,3.755476806427218150e+01,1.761865957898331999e+03,8.429809973211229135e+01,1.285889890453378484e+03
4.122325842696631444e+05,5.349808988764082314e+05,-1.182543746034359174e+03,1.078806861583707928e+02,1.637718732893088600e+03,-5.268351208028077792e+01,5.149227249612359856e+02
2.766941772151900805e+05,1.025615189873296767e+05,-2.619134713774508327e+01,2.070680136011139325e+02,7.928750637868860167e+02,5.829158788072911648e+02,1.556667608811646005e+03
3.834138506466418621e+05,4.176241134751776699e+05,-4.348334547278829632e+03,1.145630916115560325e+02,2.819560139493157294e+03,4.254672100559029246e+01,-1.373860636925154949e+03
1.841051724137933052e+05,6.674637931034526555e+05,-3.524291969370096922e-12,-8.468763077172414455e+01,5.025167513039535834e+02,5.805006948793113963e+00,4.232592833606893237e+02
1.314169825625475787e+05,8.813563305534380488e+05,-3.637978807091712952e-12,4.321974952486735333e+01,2.891751052770873684e+02,-1.346207390750574717e+01,3.176903268761936374e+02
2.465097276264593820e+05,9.150978321289453888e+05,2.444267011014744639e-11,1.822862022751529310e+01,2.378147114048224466e+02,1.687489584157916056e+00,2.575861474647032310e+02
2.926157349896482192e+05,3.373312629399611033e+05,-3.172639714550643930e+01,1.266867935441407980e+02,1.167227399095859028e+03,-9.382641156256720194e+01,1.168361383056399518e+03
2.758233517866132315e+05,6.752707599395997822e+05,-6.069787299208880995e+02,5.943699015395074525e+01,2.887929806705533338e+03,-2.190818407050828398e+01,2.315086658281733435e+03
5.427598039215687895e+05,2.148019607843063131e+05,-8.810003628962016592e+03,2.472866065887264853e+01,2.145987922802647518e+03,1.474592551710290422e+02,-6.471375834165103697e+03
4.322878923766818480e+05,2.241327354260010179e+05,-7.468102480037305213e+01,1.355621334768609927e+02,1.697422796712332911e+03,4.915821104273540953e+01,1.807462116681346288e+03
3.535011389521642122e+05,8.259594533029461745e+05,-9.769177507499671265e+01,-6.250051719635479230e+00,1.320210967415581763e+03,-3.963652077239184734e+01,1.176680124924009760e+03
3.647305785123967798e+05,6.226933884297453333e+05,4.706635081674903631e-11,3.628274549975207464e+01,8.745353223984699298e+02,-7.391081669111574115e+01,8.369167674614457155e+02
1.998164196123149013e+05,5.758380843785451725e+04,-1.119128508900831775e+02,2.125158514493728603e+02,8.494476787278224492e+02,6.375843277347780713e+02,1.587635005786088641e+03
1.965536609829490480e+05,7.562798395185435656e+05,3.308286977699026465e-11,-2.041486278139400667e+01,3.204445066876495503e+02,7.164182398194633095e+00,3.071938261123366942e+02
3.344633730834755115e+05,2.327921635434333875e+05,-1.222123581194306325e+02,1.446070178227002998e+02,1.441498703021209622e+03,5.946199699612446921e+01,1.523510656347999429e+03
6.036581653640478617e+05,2.888634306869564462e+05,-1.321440888102986264e+02,3.655585082435213451e+01,1.272540257235335275e+03,1.325370867140271685e+02,1.310426331548704411e+03
5.740134739308730932e+05,1.428570591681223596e+05,-5.429957487547180790e+02,5.844295857240772563e+01,1.747114159742764286e+03,8.737610614862332170e+01,1.351315625969419671e+03
2.610389610389612499e+05,5.863836163836210035e+05,3.331024345243349671e-11,3.355442770494508409e+01,7.179328645705784311e+02,-8.792044850924087029e+01,6.638151265268232919e+02
4.959739514348788070e+05,3.788013245033138082e+05,-4.161533217598705505e+02,1.032665457388521020e+02,1.217082755738631249e+03,5.281301911655629766e+01,9.582569436971298273e+02
3.162863636363638216e+05,9.678613636363560800e+05,-3.410605131648480892e-12,1.041630454399999479e+02,2.455511032729502858e+02,-1.458701897715907307e+02,2.028151882913629720e+02
